PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35308910","Extraction of Electronic Health Record Data using Fast Healthcare Interoperability Resources for Automated Breast Cancer Risk Assessment","McGuinness JE, Zhang TM, Cooper K, Kelkar A, Dimond J, Lorenzi V, Crew KD, Kukafka R.","AMIA Annu Symp Proc. 2022 Feb 21;2021:843-852. eCollection 2021.","McGuinness JE","AMIA Annu Symp Proc","2022","2022/03/21","PMC8861753","",""
"33433393","Prototypical Clinical Trial Registry Based on Fast Healthcare Interoperability Resources (FHIR): Design and Implementation Study","Gulden C, Blasini R, Nassirian A, Stein A, Altun FB, Kirchner M, Prokosch HU, Boeker M.","JMIR Med Inform. 2021 Jan 12;9(1):e20470. doi: 10.2196/20470.","Gulden C","JMIR Med Inform","2021","2021/01/12","PMC7837997","","10.2196/20470"
"37339683","The Case Manager: An Agent Controlling the Activation of Knowledge Sources in a FHIR-Based Distributed Reasoning Environment","Lanzola G, Polce F, Parimbelli E, Gabetta M, Cornet R, de Groot R, Kogan A, Glasspool D, Wilk S, Quaglini S.","Appl Clin Inform. 2023 Aug;14(4):725-734. doi: 10.1055/a-2113-4443. Epub 2023 Jun 20.","Lanzola G","Appl Clin Inform","2023","2023/06/20","PMC10499504","","10.1055/a-2113-4443"
"34042705","APERITIF - Automatic Patient Recruiting for Clinical Trials Based on HL7 FHIR","Banach A, Ulrich H, Kroll B, Kiel A, Ingenerf J, Kock-Schoppenhauer AK.","Stud Health Technol Inform. 2021 May 27;281:58-62. doi: 10.3233/SHTI210120.","Banach A","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210120"
"34457177","ResultsMyWay: combining Fast Healthcare Interoperability Resources (FHIR), Clinical Quality Language (CQL), and informational resources to create a newborn screening application","Watkins M, Au A, Vuong T, Wallis H, Hart K, Rohrwasser A, Eilbeck K.","AMIA Jt Summits Transl Sci Proc. 2021 May 17;2021:615-623. eCollection 2021.","Watkins M","AMIA Jt Summits Transl Sci Proc","2021","2021/08/30","PMC8378617","",""
"37787663","Computer-Supported Collaborative Design of Standardized Clinical Cases: Algorithm Development and Validation","Guinez-Molinos S, Buendía-García F, Sierra-Rodríguez JL, Gayoso-Cabada J, González-Díaz J.","JMIR Med Inform. 2023 Sep 19;11:e45315. doi: 10.2196/45315.","Guinez-Molinos S","JMIR Med Inform","2023","2023/10/03","PMC10547937","","10.2196/45315"
"39176630","Advancing Healthcare Research Through Live-Data Integration: Implementing IEEE 11073 and FHIR in Clinical Environment","Hillmer T, Riech K, Gisch S, Bergh B, Schreiweis B, Ulrich H.","Stud Health Technol Inform. 2024 Aug 22;316:1343-1347. doi: 10.3233/SHTI240661.","Hillmer T","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240661"
"34545825","ADT2FHIR - A Tool for Converting ADT/GEKID Oncology Data to HL7 FHIR Resources","Deppenwiese N, Delpy P, Lambarki M, Lablans M.","Stud Health Technol Inform. 2021 Sep 21;283:104-110. doi: 10.3233/SHTI210547.","Deppenwiese N","Stud Health Technol Inform","2021","2021/09/21","","","10.3233/SHTI210547"
"37203600","Towards a Clinically Meaningful Model to Structure the Development of Interoperable Order Sets, Applicable to the Point of Care in Any EMR","Yasini M, Rausch D, Marin L, Hochheim I, Singh Dhillon N, Dahlweid M.","Stud Health Technol Inform. 2023 May 18;302:13-17. doi: 10.3233/SHTI230055.","Yasini M","Stud Health Technol Inform","2023","2023/05/19","","","10.3233/SHTI230055"
"36073487","Secure Multi-Party Computation Based Distributed Feasibility Queries - A HiGHmed Use Case","Wettstein R, Kussel T, Hund H, Fegeler C, Dugas M, Hamacher K.","Stud Health Technol Inform. 2022 Aug 17;296:41-49. doi: 10.3233/SHTI220802.","Wettstein R","Stud Health Technol Inform","2022","2022/09/08","","","10.3233/SHTI220802"
"31622801","Developing a FHIR-based EHR phenotyping framework: A case study for identification of patients with obesity and multiple comorbidities from discharge summaries","Hong N, Wen A, Stone DJ, Tsuji S, Kingsbury PR, Rasmussen LV, Pacheco JA, Adekkanattu P, Wang F, Luo Y, Pathak J, Liu H, Jiang G.","J Biomed Inform. 2019 Nov;99:103310. doi: 10.1016/j.jbi.2019.103310. Epub 2019 Oct 14.","Hong N","J Biomed Inform","2019","2019/10/18","PMC6990976","NIHMS1544607","10.1016/j.jbi.2019.103310"
"34042886","Feasibility Queries in Distributed Architectures - Concept and Implementation in HiGHmed","Wettstein R, Hund H, Kobylinski I, Fegeler C, Heinze O.","Stud Health Technol Inform. 2021 May 24;278:134-141. doi: 10.3233/SHTI210061.","Wettstein R","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210061"
"33087608","Category of Allergy Identification from Free-Text Medical Records for Data Interoperability","Lenivtceva I, Kashina M, Kopanitsa G.","Stud Health Technol Inform. 2020 Sep 4;273:170-175. doi: 10.3233/SHTI200634.","Lenivtceva I","Stud Health Technol Inform","2020","2020/10/22","","","10.3233/SHTI200634"
"32599144","SMART on FHIR in spine: integrating clinical prediction models into electronic health records for precision medicine at the point of care","Karhade AV, Schwab JH, Del Fiol G, Kawamoto K.","Spine J. 2021 Oct;21(10):1649-1651. doi: 10.1016/j.spinee.2020.06.014. Epub 2020 Jun 26.","Karhade AV","Spine J","2021","2020/06/30","PMC7762727","NIHMS1607551","10.1016/j.spinee.2020.06.014"
"37203628","Assessing Quality of Life Using FHIR - How to Combine Patient Reported Outcome with Patient Generated Data for Better Compliance","Beutter CNL, Werner P, Sigle S, Martens UM, Fegeler C.","Stud Health Technol Inform. 2023 May 18;302:135-136. doi: 10.3233/SHTI230083.","Beutter CNL","Stud Health Technol Inform","2023","2023/05/19","","","10.3233/SHTI230083"
"31063828","Using HL7 FHIR to achieve interoperability in patient health record","Saripalle R, Runyan C, Russell M.","J Biomed Inform. 2019 Jun;94:103188. doi: 10.1016/j.jbi.2019.103188. Epub 2019 May 4.","Saripalle R","J Biomed Inform","2019","2019/05/08","","","10.1016/j.jbi.2019.103188"
"31438062","Integration of FHIR to Facilitate Electronic Case Reporting: Results from a Pilot Study","Dixon BE, Taylor DE, Choi M, Riley M, Schneider T, Duke J.","Stud Health Technol Inform. 2019 Aug 21;264:940-944. doi: 10.3233/SHTI190362.","Dixon BE","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190362"
"38153779","Can OpenEHR, ISO 13606, and HL7 FHIR Work Together? An Agnostic Approach for the Selection and Application of Electronic Health Record Standards to the Next-Generation Health Data Spaces","Pedrera-Jiménez M, García-Barrio N, Frid S, Moner D, Boscá-Tomás D, Lozano-Rubí R, Kalra D, Beale T, Muñoz-Carrero A, Serrano-Balazote P.","J Med Internet Res. 2023 Dec 28;25:e48702. doi: 10.2196/48702.","Pedrera-Jiménez M","J Med Internet Res","2023","2023/12/28","PMC10784985","","10.2196/48702"
"34042899","Fast Healthcare Interoperability Resources (FHIR®) Representation of Medication Data Derived from German Procedure Classification Codes (OPS) Using Identification of Medicinal Products (IDMP) Compliant Terminology","Sass J, Zabka S, Essenwanger A, Schepers J, Boeker M, Thun S.","Stud Health Technol Inform. 2021 May 24;278:231-236. doi: 10.3233/SHTI210074.","Sass J","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210074"
"32570429","Translating Social Determinants of Health into Standardized Clinical Entities","Watkins M, Viernes B, Nguyen V, Rojas Mezarina L, Silva Valencia J, Borbolla D.","Stud Health Technol Inform. 2020 Jun 16;270:474-478. doi: 10.3233/SHTI200205.","Watkins M","Stud Health Technol Inform","2020","2020/06/24","PMC8083881","NIHMS1694912","10.3233/SHTI200205"
"31621639","Fast Healthcare Interoperability Resources (FHIR) as a Meta Model to Integrate Common Data Models: Development of a Tool and Quantitative Validation Study","Pfaff ER, Champion J, Bradford RL, Clark M, Xu H, Fecho K, Krishnamurthy A, Cox S, Chute CG, Overby Taylor C, Ahalt S.","JMIR Med Inform. 2019 Oct 16;7(4):e15199. doi: 10.2196/15199.","Pfaff ER","JMIR Med Inform","2019","2019/10/18","PMC6913576","","10.2196/15199"
"34042878","HIStream-Import: A Generic ETL Framework for Processing Arbitrary Patient Data Collections or Hospital Information Systems into HL7 FHIR Bundles","Majeed RW, Stöhr MR, Günther A.","Stud Health Technol Inform. 2021 May 24;278:75-79. doi: 10.3233/SHTI210053.","Majeed RW","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210053"
"34891716","A Prototype of the National EHR system for Cyprus()","Papaioannou M, Neocleous A, Savva P, Miguel F, Panayides A, Antoniou Z, Neofytou M, Schiza EC, Neokleous K, Constantinou I, Panos G, Pattichis CS, Schizas CN.","Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:2159-2162. doi: 10.1109/EMBC46164.2021.9630760.","Papaioannou M","Annu Int Conf IEEE Eng Med Biol Soc","2021","2021/12/11","","","10.1109/EMBC46164.2021.9630760"
"37172145","From Authoring to Evaluating an Electronic Health Quality Measure - Applying Logic to FHIR® with CQL for Calculating Immunization Coverage","Lin AM, Schwab A, Abolhassni R, Winkler S.","Stud Health Technol Inform. 2023 May 2;301:12-17. doi: 10.3233/SHTI230004.","Lin AM","Stud Health Technol Inform","2023","2023/05/12","","","10.3233/SHTI230004"
"38565189","User-Centered Design and Implementation of an Interoperable FHIR Application for Pediatric Pneumonia Prognostication in a Randomized Trial","Turer RW, Gradwohl SC, Stassun J, Johnson J, Slagle JM, Reale C, Beebe R, Nian H, Zhu Y, Albert D, Coffman T, Alaw H, Wilson T, Just S, Peguillan P, Freeman H, Arnold DH, Martin JM, Suresh S, Coglio S, Hixon R, Ampofo K, Pavia AT, Weinger MB, Williams DJ, Weitkamp AO.","Appl Clin Inform. 2024 May;15(3):556-568. doi: 10.1055/a-2297-9129. Epub 2024 Apr 2.","Turer RW","Appl Clin Inform","2024","2024/04/02","PMC11254472","","10.1055/a-2297-9129"
"34042761","Identifcation of FHIR Usage Patterns in IHE Profiles","Staemmler M.","Stud Health Technol Inform. 2021 May 27;281:337-341. doi: 10.3233/SHTI210176.","Staemmler M","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210176"
"33299056","Push Button Population Health: The SMART/HL7 FHIR Bulk Data Access Application Programming Interface","Mandl KD, Gottlieb D, Mandel JC, Ignatov V, Sayeed R, Grieve G, Jones J, Ellis A, Culbertson A.","NPJ Digit Med. 2020 Nov 19;3(1):151. doi: 10.1038/s41746-020-00358-4.","Mandl KD","NPJ Digit Med","2020","2020/12/10","PMC7678833","","10.1038/s41746-020-00358-4"
"34042850","Integrating an Electronic Health Record System into a Regional Health Information System: An HL7 FHIR Architecture","Lazarova E, Mora S, Rubartelli P, Cosolito Vitale A, Pareto L, Maggi N, Ruggiero C, Giacomini M.","Stud Health Technol Inform. 2021 May 27;281:1087-1088. doi: 10.3233/SHTI210357.","Lazarova E","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210357"
"31861851","Experience in Developing an FHIR Medical Data Management Platform to Provide Clinical Decision Support","Semenov I, Osenev R, Gerasimov S, Kopanitsa G, Denisov D, Andreychuk Y.","Int J Environ Res Public Health. 2019 Dec 20;17(1):73. doi: 10.3390/ijerph17010073.","Semenov I","Int J Environ Res Public Health","2019","2019/12/22","PMC6981801","","10.3390/ijerph17010073"
"28850154","A FHIR Human Leukocyte Antigen (HLA) Interface for Platelet Transfusion Support","Gordon WJ, Baronas J, Lane WJ.","Appl Clin Inform. 2017 Jun 7;8(2):603-611. doi: 10.4338/ACI-2017-01-CR-0010.","Gordon WJ","Appl Clin Inform","2017","2017/08/30","PMC6241748","","10.4338/ACI-2017-01-CR-0010"
"37080557","Creation of a structured molecular genomics report for Germany as a local adaption of HL7's Genomic Reporting Implementation Guide","Stellmach C, Sass J, Auber B, Boeker M, Wienker T, Heidel AJ, Benary M, Schumacher S, Ossowski S, Klauschen F, Möller Y, Schmutzler R, Ustjanzew A, Werner P, Tomczak A, Hölter T, Thun S.","J Am Med Inform Assoc. 2023 May 19;30(6):1179-1189. doi: 10.1093/jamia/ocad061.","Stellmach C","J Am Med Inform Assoc","2023","2023/04/20","PMC10198526","","10.1093/jamia/ocad061"
"34042879","Fit for Purpose: Analyzing the German Archiving and Exchange Interface for Medical Practice Management Systems","Barkow L, Meincke O, Ulrich H, Ingenerf J.","Stud Health Technol Inform. 2021 May 24;278:80-85. doi: 10.3233/SHTI210054.","Barkow L","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210054"
"37172166","ELGA Terminology Server for Clinical Decision Support: A Case-Study Using an Existing Knowledge Base, CDS Hooks and FHIR","Lanyi L, Rinner C.","Stud Health Technol Inform. 2023 May 2;301:125-130. doi: 10.3233/SHTI230025.","Lanyi L","Stud Health Technol Inform","2023","2023/05/12","","","10.3233/SHTI230025"
"38269760","Structured Queries to AQL: Querying OpenEHR Data Leveraging a FHIR-Based Infrastructure for Federated Feasibility Queries","Rosenau L, Ingenerf J.","Stud Health Technol Inform. 2024 Jan 25;310:33-37. doi: 10.3233/SHTI230922.","Rosenau L","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI230922"
"30306929","Implementing CDS Hooks Communication in an Arden-Syntax-Based Clinical Decision Support Platform","Spineth M, Rappelsberger A, Adlassnig KP.","Stud Health Technol Inform. 2018;255:165-169.","Spineth M","Stud Health Technol Inform","2018","2018/10/12","","",""
"34926996","Development of a repository of computable phenotype definitions using the clinical quality language","Brandt PS, Pacheco JA, Rasmussen LV.","JAMIA Open. 2021 Dec 3;4(4):ooab094. doi: 10.1093/jamiaopen/ooab094. eCollection 2021 Oct.","Brandt PS","JAMIA Open","2021","2021/12/20","PMC8672934","","10.1093/jamiaopen/ooab094"
"37350921","Collaborative Program to Evaluate Real World Data for Use in Clinical Studies and Regulatory Decision Making","Zozus MN, Choi BY, Garza MY, Facile R, Lanham HJ, Wang Z, Sanns B, Maallah M, Wei HG, Cramer AN, Eisenstein EL.","AMIA Jt Summits Transl Sci Proc. 2023 Jun 16;2023:632-641. eCollection 2023.","Zozus MN","AMIA Jt Summits Transl Sci Proc","2023","2023/06/23","PMC10283122","",""
"29295408","Building Interoperable FHIR-Based Vocabulary Mapping Services: A Case Study of OHDSI Vocabularies and Mappings","Jiang G, Kiefer R, Prud'hommeaux E, Solbrig HR.","Stud Health Technol Inform. 2017;245:1327.","Jiang G","Stud Health Technol Inform","2017","2018/01/04","PMC5939959","NIHMS961862",""
"39176618","Synergies Among Health Data Projects with Cancer Use Cases Based on Health Standards","Gyrard A, Gribbon P, Hussein R, Abedian S, Bonmati LM, Cabornero GL, Manias G, Danciu G, Dalmiani S, Autexier S, van Nuland R, Jendrossek M, Avramidis I, Alvarez EG.","Stud Health Technol Inform. 2024 Aug 22;316:1292-1296. doi: 10.3233/SHTI240649.","Gyrard A","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240649"
"39176635","Comparing the Accuracy of Traditional vs. FHIR®-Based Extraction of Electronic Health Record Data for Two Clinical Trials","Garza MY, Spencer C, Hamidi M, Liss M, Bikkanuri M, Syed M, Yadav S, Bhardwaj G, Chahal APS, Goodman K, Choi BY, Eisenstein EL, Zozus M.","Stud Health Technol Inform. 2024 Aug 22;316:1368-1372. doi: 10.3233/SHTI240666.","Garza MY","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240666"
"36474431","VACtrac: enhancing access immunization registry data for population outreach using the Bulk Fast Healthcare Interoperable Resource (FHIR) protocol","Lenert L, Jacobs J, Agnew J, Ding W, Kirchoff K, Weatherston D, Deans K.","J Am Med Inform Assoc. 2022 Dec 6;30(3):551-8. doi: 10.1093/jamia/ocac237. Online ahead of print.","Lenert L","J Am Med Inform Assoc","2022","2022/12/07","PMC9933063","","10.1093/jamia/ocac237"
"29295457","Using Fast Healthcare Interoperability Resources (FHIR) for the Integration of Risk Minimization Systems in Hospitals","Saleh K, Stucke S, Uciteli A, Faulbrück-Röhr S, Neumann J, Tahar K, Ammon D, Schmidt T, Neumuth T, Besting A, Portheine F, Herre H, Kaeding A, Specht M.","Stud Health Technol Inform. 2017;245:1378.","Saleh K","Stud Health Technol Inform","2017","2018/01/04","","",""
"33936500","End user information needs for a SMART on FHIR-based automated transfer form to support the care of nursing home patients during emergency department visits","Vest JR, Unruh MA, Hilts KE, Sanner L, Jones J, Khokhar S, Jung HY.","AMIA Annu Symp Proc. 2021 Jan 25;2020:1239-1248. eCollection 2020.","Vest JR","AMIA Annu Symp Proc","2021","2021/05/03","PMC8075455","",""
"38370642","Cumulus: A federated EHR-based learning system powered by FHIR and AI","McMurry AJ, Gottlieb DI, Miller TA, Jones JR, Atreja A, Crago J, Desai PM, Dixon BE, Garber M, Ignatov V, Kirchner LA, Payne PRO, Saldanha AJ, Shankar PRV, Solad YV, Sprouse EA, Terry M, Wilcox AB, Mandl KD.","medRxiv [Preprint]. 2024 Feb 6:2024.02.02.24301940. doi: 10.1101/2024.02.02.24301940.","McMurry AJ","medRxiv","2024","2024/02/19","PMC10871375","","10.1101/2024.02.02.24301940"
"39399000","Reusable Generic Clinical Decision Support System Module for Immunization Recommendations in Resource-Constraint Settings","Orlioglu S, Boobalan AS, Abanyie K, Boyce RD, Min H, Gong Y, Sittig DF, Biondich P, Wright A, Nøhr C, Law T, Robinson D, Faxvaag A, Hubig N, Gimbel R, Rennert L, Jing X.","medRxiv [Preprint]. 2024 Sep 23:2024.09.22.24314152. doi: 10.1101/2024.09.22.24314152.","Orlioglu S","medRxiv","2024","2024/10/14","PMC11469393","","10.1101/2024.09.22.24314152"
"30942702","Towards Interoperability in Clinical Research: Enabling FHIR on the Open Source Research Platform XNAT","Khvastova M, Witt M, Krefting D.","Stud Health Technol Inform. 2019;258:3-5.","Khvastova M","Stud Health Technol Inform","2019","2019/04/04","","",""
"32160884","FHIR PIT: an open software application for spatiotemporal integration of clinical data and environmental exposures data","Xu H, Cox S, Stillwell L, Pfaff E, Champion J, Ahalt SC, Fecho K.","BMC Med Inform Decis Mak. 2020 Mar 11;20(1):53. doi: 10.1186/s12911-020-1056-9.","Xu H","BMC Med Inform Decis Mak","2020","2020/03/13","PMC7066811","","10.1186/s12911-020-1056-9"
