Title,Authors,Publication Year,DOI
GARDE: a standards-based clinical decision support platform for identifying population health management cohorts,"Bradshaw RL, Kawamoto K, Kaphingst KA, Kohlmann WK, Hess R, Flynn MC, Nanjo CJ, Warner PB, Shi J, Morgan K, Kimball K, Ranade-Kharkar P, Ginsburg O, Goodman M, Chambers R, Mann D, Narus SP, Gonzalez J, Loomis S, Chan P, Monahan R, Borsato EP, Shields DE, Martin DK, Kessler CM, Del Fiol G.",2022,10.1093/jamia/ocac028
Implementation of the HEART Pathway: Using the Consolidated Framework for Implementation Research,"Gesell SB, Golden SL, Limkakeng AT Jr, Carr CM, Matuskowitz A, Smith LM, Mahler SA.",2018,10.1097/HPC.0000000000000154
Integration of Psychiatric Advance Directives Into the Patient-Accessible Electronic Health Record: Exploring the Promise and Limitations,"Schwarz J, Meier-Diedrich E, Scholten M, Stephenson L, Torous J, Wurster F, Blease C.",2025,10.2196/68549
Enabling Research and Clinical Use of Patient-Generated Health Data (the mindLAMP Platform): Digital Phenotyping Study,"Vaidyam A, Halamka J, Torous J.",2022,10.2196/30557
"The Indiana Learning Health System Initiative: Early experience developing a collaborative, regional learning health system","Schleyer T, Williams L, Gottlieb J, Weaver C, Saysana M, Azar J, Sadowski J, Frederick C, Hui S, Kara A, Ruppert L, Zappone S, Bushey M, Grout R, Embi PJ.",2021,10.1002/lrh2.10281
AN ELECTRONIC MEDICAL RECORD PREDICTION MODEL TO IDENTIFY INADEQUATE BOWEL PREPARATION IN PATIENTS AT OUTPATIENT COLONOSCOPY,"Sninsky JA, Toups V, Cotton C, Peery AF, Arora S.",2024,10.1016/j.tige.2023.12.008
Leveraging Genetic Reports and Electronic Health Records for the Prediction of Primary Cancers: Algorithm Development and Validation Study,"Zong N, Ngo V, Stone DJ, Wen A, Zhao Y, Yu Y, Liu S, Huang M, Wang C, Jiang G.",2021,10.2196/23586
HiGHmed - An Open Platform Approach to Enhance Care and Research across Institutional Boundaries,"Haarbrandt B, Schreiweis B, Rey S, Sax U, Scheithauer S, Rienhoff O, Knaup-Gregori P, Bavendiek U, Dieterich C, Brors B, Kraus I, Thoms CM, Jäger D, Ellenrieder V, Bergh B, Yahyapour R, Eils R, Consortium H, Marschollek M.",2018,10.3414/ME18-02-0002
"Electronic multidimensional health assessment questionnaire (eMDHAQ): past, present and future of a proposed single data management system for clinical care, research, quality improvement, and monitoring of long-term outcomes",Pincus T.,2016,
Electronic eRAPID3 (Routine Assessment of Patient Index Data): opportunities and complexities,Pincus T.,2016,
Transforming Rapid Diagnostic Tests for Precision Public Health: Open Guidelines for Manufacturers and Users,"Lubell-Doughtie P, Bhatt S, Wong R, Shankar AH.",2022,10.2196/26800
Constructing co-occurrence network embeddings to assist association extraction for COVID-19 and other coronavirus infectious diseases,"Oniani D, Jiang G, Liu H, Shen F.",2020,10.1093/jamia/ocaa117
"ELaPro, a LOINC-mapped core dataset for top laboratory procedures of eligibility screening for clinical trials","Rafee A, Riepenhausen S, Neuhaus P, Meidt A, Dugas M, Varghese J.",2022,10.1186/s12874-022-01611-y
Designing a Distributed Ledger Technology System for Interoperable and General Data Protection Regulation-Compliant Health Data Exchange: A Use Case in Blood Glucose Data,"Hawig D, Zhou C, Fuhrhop S, Fialho AS, Ramachandran N.",2019,10.2196/13665
A Blockchain Framework for Patient-Centered Health Records and Exchange (HealthChain): Evaluation and Proof-of-Concept Study,"Hylock RH, Zeng X.",2019,10.2196/13592
The PICASO cloud platform for improved holistic care in rheumatoid arthritis treatment-experiences of patients and clinicians,"Richter JG, Chehab G, Schwartz C, Ricken E, Tomczak M, Acar H, Gappa H, Velasco CA, Rosengren P, Povilionis A, Schneider M, Thestrup J.",2021,10.1186/s13075-021-02526-7
Integrating Option Grid Patient Decision Aids in the Epic Electronic Health Record: Case Study at 5 Health Systems,"Scalia P, Ahmad F, Schubbe D, Forcino R, Durand MA, Barr PJ, Elwyn G.",2021,10.2196/22766
A Computable Phenotype Algorithm for Postvaccination Myocarditis/Pericarditis Detection Using Real-World Data: Validation Study,"Deady M, Duncan R, Sonesen M, Estiandan R, Stimpert K, Cho S, Beers J, Goodness B, Jones LD, Forshee R, Anderson SA, Ezzeldin H.",2024,10.2196/54597
"Design, implementation and usability analysis of patient empowerment in ADLIFE project via patient reported outcome measures and shared decision making","Erturkmen GBL, Juul NK, Redondo IE, Gil AO, Berastegui DV, de Manuel E, Yuksel M, Sarigul B, Yilmaz G, Choi Keung SNLIM, Arvanitis TN, Syse TD, Bloemeke-Cammin J, Kaye R, Sorknæs AD; ADLIFE study group.",2024,10.1186/s12911-024-02588-y
"SMART COVID Navigator, a Clinical Decision Support Tool for COVID-19 Treatment: Design and Development Study","Suraj V, Del Vecchio Fitz C, Kleiman LB, Bhavnani SK, Jani C, Shah S, McKay RR, Warner J, Alterovitz G.",2022,10.2196/29279
Creation of Standardized Common Data Elements for Diagnostic Tests in Infectious Disease Studies: Semantic and Syntactic Mapping,"Stellmach C, Hopff SM, Jaenisch T, Nunes de Miranda SM, Rinaldi E; NAPKON, LEOSS, ORCHESTRA, and ReCoDID Working Groups.",2024,10.2196/50049
Global Infectious Disease Surveillance and Case Tracking System for COVID-19: Development Study,"Lee HA, Kung HH, Lee YJ, Chao JC, Udayasankaran JG, Fan HC, Ng KK, Chang YK, Kijsanayotin B, Marcelo AB, Hsu CY.",2020,10.2196/20567
Detailed Analysis and Road Map Proposal for Care Transition Records and Their Transmission Process: Mixed Methods Study,"Mess EV, Regner M, Balic S, Kleybolte L, Daufratshofer L, Mahler A, Tilmes S, Werlitz V, Reuter C, Teynor A.",2025,10.2196/60810
Patient-Centric Approach to Personalized Electronic Medical Records via QR Code in Japan,"Izumida Y, Omura T, Fujiwara M, Nukaya S, Yoneyama A, Boubacar S, Yabe S, Noguchi R, Nakayama S, Muraoka W, Okuno Y, Miyashita S, Ishihara Y, Moriwaki Y, Otani R, Adachi J, Tanabe K, Yamano Y, Takai Y, Honjo M.",2024,10.2196/57332
"A Remote Patient Monitoring System With Feedback Mechanisms Using a Smartwatch: Concept, Implementation, and Evaluation Based on the activeDCM Randomized Controlled Trial","Wettstein R, Sedaghat-Hamedani F, Heinze O, Amr A, Reich C, Betz T, Kayvanpour E, Merzweiler A, Büsch C, Mohr I, Friedmann-Bette B, Frey N, Dugas M, Meder B.",2024,10.2196/58441
